BAD PLAN
12, 1
13, 1
1, 2
2, 2
3, 2
11, 2
12, 2
13, 2
15, 2
1, 3
3, 3
4, 3
9, 3
10, 3
11, 3
12, 3
13, 3
14, 3
15, 3
4, 4
6, 4
9, 4
10, 4
11, 4
12, 4
13, 4
14, 4
15, 4
4, 5
5, 5
6, 5
9, 5
10, 5
11, 5
13, 5
14, 5
4, 6
5, 6
6, 6
9, 6
10, 6
11, 6
12, 6
13, 6
6, 7
7, 7
9, 7
10, 7
11, 7
12, 7
6, 8
9, 8
5, 9
6, 9
9, 9
10, 9
6, 10
7, 10
8, 10
9, 10
10, 10
